gpa,family_income,is_orphan,is_displaced,region,high_school_type,has_verification,gender,faculty,Status
70.6,362.2,1,0,Banadir,Private,1,Male,Medicine,1
93.8,475.06,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
64.2,74.97,1,0,Banadir,Public,1,Female,Eng,1
89.4,364.71,0,0,Galmudug,Private,1,Male,Eng,1
69.1,508.18,1,1,Galmudug,Public,1,Female,CS,1
99.0,62.89,1,1,Jubaland,Public,1,Female,Eng,1
94.2,118.76,1,1,Jubaland,Public,1,Female,Medicine,1
65.1,304.0,1,0,Somaliland,Public,1,Female,Eng,1
88.5,104.56,0,0,Galmudug,Public,1,Female,CS,1
66.8,110.67,1,1,Somaliland,Private,1,Male,Eng,1
80.3,320.69,1,0,Jubaland,Private,1,Female,Eng,1
82.9,313.46,0,0,Galmudug,Public,0,Female,Eng,0
91.5,70.39,0,0,Hirshabelle,Public,0,Male,CS,1
51.2,137.02,1,1,Puntland,Private,1,Female,Eng,1
61.0,140.71,1,1,Koonfur Galbeed,Private,1,Female,Eng,1
85.6,76.53,0,0,Banadir,Private,0,Male,Medicine,1
78.2,108.03,1,1,Puntland,Public,1,Male,Medicine,1
74.8,55.9,1,0,Somaliland,Public,0,Male,CS,1
52.8,109.65,0,0,Somaliland,Private,1,Female,CS,1
67.4,155.88,0,0,Somaliland,Private,0,Male,Eng,0
93.3,122.76,1,1,Somaliland,Public,1,Male,Medicine,1
51.5,323.45,1,0,Jubaland,Private,1,Female,Eng,1
69.8,329.15,0,0,Hirshabelle,Private,1,Female,Eng,1
97.3,198.93,0,0,Hirshabelle,Public,1,Female,Eng,1
52.5,115.42,1,1,Somaliland,Public,1,Female,Eng,1
87.5,57.66,1,1,Puntland,Public,1,Female,Eng,1
62.9,76.01,1,0,Galmudug,Private,0,Female,Medicine,0
93.3,316.26,0,1,Banadir,Public,1,Male,CS,1
87.3,64.22,1,0,Jubaland,Private,1,Male,Agri,1
94.3,57.55,0,0,Puntland,Public,1,Female,Agri,1
60.8,139.67,0,0,Galmudug,Private,1,Female,Medicine,1
76.6,383.02,1,1,Banadir,Private,1,Female,Agri,1
89.0,253.86,1,0,Hirshabelle,Public,0,Male,Agri,1
62.3,361.99,0,0,Puntland,Public,1,Male,Medicine,1
61.5,128.56,1,0,Jubaland,Private,1,Male,Eng,1
51.4,166.77,0,0,Galmudug,Public,0,Male,Eng,0
97.9,145.91,0,1,Jubaland,Public,0,Female,CS,1
85.5,261.32,0,1,Jubaland,Public,1,Female,CS,1
81.8,146.43,0,0,Puntland,Public,1,Female,Medicine,1
87.2,282.47,1,1,Hirshabelle,Public,1,Female,Eng,1
76.6,137.14,1,0,Jubaland,Public,1,Male,Medicine,1
73.8,123.97,1,0,Puntland,Public,1,Female,Eng,1
72.5,184.36,0,0,Puntland,Private,1,Female,Eng,1
82.0,94.0,0,1,Jubaland,Public,1,Female,Eng,1
60.1,1366.48,0,0,Hirshabelle,Public,0,Male,CS,0
94.4,176.96,1,1,Koonfur Galbeed,Public,1,Male,Medicine,1
90.6,195.14,0,0,Somaliland,Private,1,Female,CS,1
67.5,190.9,0,1,Somaliland,Private,1,Male,CS,1
78.9,54.77,1,0,Banadir,Private,1,Female,CS,1
57.1,205.74,1,1,Jubaland,Public,1,Female,CS,1
98.6,292.09,0,1,Puntland,Public,1,Female,CS,1
95.1,178.97,0,0,Hirshabelle,Public,1,Female,Eng,1
96.1,204.94,1,1,Jubaland,Public,1,Female,Medicine,1
66.6,180.88,0,1,Puntland,Private,1,Female,CS,1
58.5,323.17,0,0,Koonfur Galbeed,Private,0,Female,Agri,0
60.6,134.12,1,0,Hirshabelle,Public,1,Male,Medicine,1
54.5,113.85,0,1,Somaliland,Public,1,Female,Agri,1
56.0,154.01,0,1,Banadir,Private,1,Female,Eng,1
53.6,185.1,0,0,Puntland,Public,1,Male,CS,1
99.5,158.76,0,1,Somaliland,Private,1,Male,Agri,1
53.7,164.2,0,0,Somaliland,Public,1,Male,Agri,1
56.6,205.79,0,0,Hirshabelle,Public,1,Male,Eng,1
91.4,54.62,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
79.0,727.64,0,0,Hirshabelle,Private,1,Female,Medicine,1
88.7,159.15,1,0,Hirshabelle,Public,1,Male,Medicine,1
81.5,190.39,1,0,Banadir,Public,1,Male,Eng,1
94.1,327.0,0,0,Puntland,Public,1,Female,Medicine,1
81.9,154.04,0,0,Koonfur Galbeed,Public,1,Female,CS,1
76.1,232.84,1,1,Galmudug,Public,0,Male,CS,0
85.6,672.95,1,0,Puntland,Private,1,Female,CS,1
72.4,201.7,1,1,Hirshabelle,Public,1,Female,CS,1
67.3,360.91,0,0,Puntland,Private,1,Male,Medicine,1
73.4,263.7,0,0,Hirshabelle,Private,1,Male,Agri,1
58.5,156.57,0,0,Koonfur Galbeed,Public,1,Female,CS,1
89.8,173.02,1,1,Jubaland,Private,0,Female,Medicine,1
63.0,85.89,0,0,Galmudug,Public,1,Female,CS,1
57.7,198.52,0,0,Hirshabelle,Private,1,Female,Medicine,0
62.3,161.93,0,1,Koonfur Galbeed,Private,1,Female,Eng,1
92.1,141.95,0,1,Galmudug,Private,1,Male,Medicine,1
66.5,87.03,1,1,Somaliland,Public,1,Male,Agri,1
84.3,165.6,0,0,Puntland,Public,1,Female,Agri,1
92.8,458.8,1,0,Somaliland,Private,0,Male,Agri,1
53.9,85.98,1,0,Banadir,Private,1,Male,Agri,1
88.3,182.98,1,1,Galmudug,Public,0,Male,Medicine,1
65.4,104.11,0,0,Somaliland,Private,1,Female,Eng,1
60.8,119.44,1,0,Galmudug,Public,0,Female,Medicine,0
84.4,55.97,1,0,Banadir,Private,1,Female,Eng,1
95.5,411.5,0,0,Somaliland,Public,1,Male,CS,1
64.8,72.05,0,1,Somaliland,Private,1,Male,CS,1
78.4,182.79,1,0,Banadir,Private,0,Male,CS,1
64.5,187.61,0,0,Hirshabelle,Public,1,Male,Eng,1
77.7,225.95,0,0,Galmudug,Private,1,Male,Eng,1
81.1,82.4,0,0,Hirshabelle,Private,1,Male,CS,1
80.5,329.71,0,0,Hirshabelle,Private,1,Female,Medicine,1
81.2,130.76,0,0,Banadir,Public,1,Male,Medicine,1
56.8,153.28,1,1,Koonfur Galbeed,Public,1,Female,Eng,1
84.7,78.09,0,1,Banadir,Private,1,Female,CS,1
83.7,87.46,1,1,Koonfur Galbeed,Private,1,Male,CS,1
84.1,60.15,0,1,Galmudug,Public,1,Male,Eng,1
53.7,50.44,0,0,Hirshabelle,Private,1,Male,Eng,1
72.3,407.0,0,0,Jubaland,Private,1,Female,Agri,1
70.5,55.96,1,0,Puntland,Public,1,Female,Eng,1
54.3,157.82,1,1,Puntland,Private,1,Female,Agri,1
61.1,478.64,0,0,Banadir,Public,1,Male,Medicine,1
72.0,165.13,0,0,Hirshabelle,Private,1,Female,Medicine,1
87.1,77.29,0,0,Jubaland,Public,1,Female,Agri,1
61.9,494.23,0,0,Puntland,Public,1,Female,CS,1
91.5,277.24,1,1,Banadir,Public,0,Male,Eng,1
77.3,53.42,0,1,Banadir,Private,1,Male,CS,1
88.0,322.89,1,0,Puntland,Public,1,Male,Medicine,1
73.6,268.78,0,1,Hirshabelle,Private,1,Female,CS,1
75.0,378.34,0,0,Koonfur Galbeed,Private,0,Male,Eng,0
81.0,239.96,1,0,Galmudug,Private,1,Female,Eng,1
96.4,91.25,0,0,Koonfur Galbeed,Private,1,Male,CS,1
74.6,243.51,1,1,Somaliland,Private,1,Female,CS,1
76.4,275.7,0,0,Somaliland,Private,1,Female,Medicine,1
80.1,342.53,1,0,Galmudug,Private,1,Male,CS,1
86.9,141.01,0,1,Banadir,Private,1,Male,Medicine,1
53.6,153.64,0,0,Koonfur Galbeed,Private,1,Male,Agri,1
75.8,186.1,1,0,Hirshabelle,Public,1,Male,CS,1
74.1,173.01,0,1,Banadir,Public,1,Female,Medicine,1
96.1,154.15,0,1,Puntland,Private,1,Female,Medicine,1
74.7,109.13,1,1,Galmudug,Public,1,Female,CS,1
73.4,80.32,0,1,Hirshabelle,Public,1,Female,CS,1
98.1,242.2,1,0,Puntland,Private,1,Male,Eng,1
72.5,325.89,1,1,Hirshabelle,Private,1,Male,Eng,1
59.0,180.08,1,1,Jubaland,Private,1,Female,Agri,1
60.8,170.33,0,0,Galmudug,Public,1,Male,Medicine,1
54.8,541.43,0,0,Somaliland,Public,1,Male,Eng,0
50.0,262.76,1,1,Jubaland,Private,1,Male,Agri,1
71.6,162.72,0,0,Somaliland,Public,1,Female,Agri,1
88.5,144.58,0,0,Puntland,Private,1,Female,Agri,1
86.7,134.31,0,1,Puntland,Public,1,Male,CS,1
51.6,202.58,0,1,Puntland,Public,1,Female,Agri,1
78.5,202.53,0,1,Hirshabelle,Private,1,Male,Agri,1
57.7,334.37,1,1,Somaliland,Public,1,Female,Eng,1
97.1,93.05,1,0,Somaliland,Private,1,Male,Eng,1
58.4,341.05,1,1,Hirshabelle,Public,1,Female,Agri,1
81.3,254.97,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
66.3,125.62,0,1,Puntland,Private,1,Female,Eng,1
82.1,102.41,0,0,Somaliland,Public,1,Male,Eng,1
70.6,253.08,1,1,Somaliland,Private,1,Male,Eng,1
88.0,180.41,0,0,Hirshabelle,Public,0,Male,Eng,1
61.5,80.04,0,1,Galmudug,Private,0,Male,CS,0
95.3,155.59,0,0,Jubaland,Private,1,Male,Medicine,1
75.0,269.87,1,0,Puntland,Public,1,Male,Medicine,1
87.8,265.23,1,0,Somaliland,Public,0,Female,Eng,1
92.5,200.35,1,0,Banadir,Private,1,Female,Eng,1
99.9,261.35,0,1,Galmudug,Public,1,Female,Agri,1
61.2,217.46,1,0,Koonfur Galbeed,Public,0,Male,Eng,1
64.3,199.65,0,0,Hirshabelle,Public,1,Female,Eng,1
62.5,106.8,0,0,Somaliland,Private,1,Female,CS,1
63.1,276.89,0,0,Jubaland,Private,1,Male,Eng,1
79.1,176.06,0,1,Koonfur Galbeed,Private,1,Male,Agri,1
99.7,314.38,0,0,Somaliland,Public,1,Male,Eng,1
99.5,254.12,0,0,Hirshabelle,Private,1,Female,Agri,1
76.3,56.58,0,0,Galmudug,Public,1,Female,Agri,1
82.0,156.11,1,0,Jubaland,Private,1,Male,Medicine,1
93.0,131.03,1,1,Galmudug,Public,1,Female,Eng,1
96.6,107.93,1,0,Puntland,Public,1,Female,Medicine,1
60.2,202.67,0,0,Somaliland,Private,1,Female,Medicine,0
76.4,101.18,0,1,Somaliland,Private,1,Female,CS,1
91.6,79.96,1,0,Hirshabelle,Public,1,Female,CS,1
65.2,80.55,0,0,Galmudug,Public,1,Male,CS,1
72.0,85.32,0,0,Somaliland,Public,0,Female,Eng,0
99.3,196.62,0,1,Hirshabelle,Private,1,Male,CS,1
99.3,540.56,1,0,Jubaland,Public,1,Female,Medicine,1
95.3,119.6,0,0,Koonfur Galbeed,Public,1,Male,Medicine,1
89.9,354.92,1,1,Galmudug,Public,1,Male,Medicine,1
63.5,85.06,0,1,Koonfur Galbeed,Public,0,Female,Agri,1
66.0,123.49,0,1,Koonfur Galbeed,Private,1,Female,Medicine,1
77.4,352.85,0,1,Somaliland,Public,1,Female,CS,1
78.0,261.29,0,0,Puntland,Private,1,Female,Agri,1
75.3,266.23,0,1,Hirshabelle,Private,1,Female,Agri,1
81.8,313.13,1,1,Puntland,Public,1,Female,Eng,1
70.4,550.73,0,0,Hirshabelle,Private,1,Female,Eng,1
87.5,243.12,0,0,Puntland,Private,1,Male,CS,1
66.7,76.02,1,0,Koonfur Galbeed,Private,1,Female,Eng,1
66.5,326.06,0,1,Galmudug,Public,1,Male,CS,1
56.4,298.65,0,0,Jubaland,Public,1,Female,Medicine,0
59.4,338.99,0,0,Jubaland,Private,1,Male,CS,1
92.5,112.71,0,1,Galmudug,Public,1,Male,Eng,1
72.3,188.94,0,1,Somaliland,Public,1,Male,CS,1
61.4,63.28,1,0,Somaliland,Private,0,Male,CS,1
88.0,112.79,0,1,Puntland,Public,0,Female,CS,1
77.7,154.01,1,0,Puntland,Private,1,Female,Eng,1
51.1,130.5,0,1,Koonfur Galbeed,Private,1,Female,CS,1
65.8,333.05,1,0,Hirshabelle,Public,1,Male,Medicine,1
58.9,128.61,1,0,Jubaland,Private,1,Male,Medicine,1
82.8,829.56,0,1,Hirshabelle,Private,1,Male,Eng,1
63.8,117.15,0,0,Galmudug,Private,0,Female,CS,0
53.2,176.06,0,0,Galmudug,Public,1,Female,Agri,1
52.7,63.14,1,0,Banadir,Private,1,Male,Medicine,1
79.1,198.36,1,1,Jubaland,Private,1,Male,CS,1
51.1,134.14,0,1,Banadir,Private,1,Female,CS,1
92.4,702.04,1,1,Galmudug,Public,1,Female,CS,1
57.8,172.55,0,1,Banadir,Private,1,Male,Medicine,1
80.3,63.2,0,1,Jubaland,Public,1,Male,CS,1
72.2,67.6,1,0,Somaliland,Public,1,Female,Agri,1
72.1,64.91,0,0,Banadir,Private,1,Female,Medicine,1
53.6,118.01,0,1,Jubaland,Public,0,Female,CS,0
90.1,110.11,1,1,Puntland,Public,1,Female,Medicine,1
94.7,643.0,0,1,Puntland,Private,1,Female,CS,1
50.6,83.2,1,1,Koonfur Galbeed,Public,1,Male,CS,1
58.9,234.46,0,0,Somaliland,Private,1,Female,Medicine,1
95.2,137.01,0,1,Somaliland,Public,1,Male,CS,1
77.5,242.24,0,1,Banadir,Private,1,Male,CS,0
57.5,110.75,1,1,Somaliland,Private,1,Male,Agri,1
60.1,60.75,0,1,Somaliland,Public,1,Female,Eng,1
83.0,89.33,0,0,Hirshabelle,Private,1,Male,Agri,1
86.2,123.5,1,1,Banadir,Public,1,Male,CS,1
80.0,430.63,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
97.7,261.52,1,1,Banadir,Public,1,Male,Medicine,1
74.7,91.01,0,0,Galmudug,Private,1,Female,CS,1
65.0,153.24,0,0,Banadir,Private,1,Female,Agri,1
73.9,114.21,0,0,Hirshabelle,Public,1,Female,CS,1
68.0,54.0,1,0,Galmudug,Public,1,Female,Medicine,1
61.2,77.16,1,0,Hirshabelle,Private,1,Female,Agri,1
52.3,269.35,1,1,Koonfur Galbeed,Private,1,Female,Eng,1
67.6,206.8,0,0,Hirshabelle,Private,1,Female,Medicine,1
85.6,133.91,0,1,Galmudug,Public,1,Male,Medicine,1
50.9,237.42,0,0,Hirshabelle,Private,1,Male,CS,1
72.0,354.39,0,0,Banadir,Public,0,Female,Agri,0
82.2,342.46,0,1,Galmudug,Private,1,Male,CS,1
80.5,74.25,0,1,Koonfur Galbeed,Private,1,Male,CS,1
88.8,484.18,1,0,Somaliland,Private,1,Male,CS,1
90.5,80.78,1,1,Koonfur Galbeed,Public,1,Female,Agri,1
85.6,280.44,1,1,Jubaland,Public,1,Female,Eng,1
55.1,68.88,1,0,Jubaland,Private,1,Female,Medicine,1
73.8,89.96,1,1,Somaliland,Public,1,Female,Agri,1
80.2,286.15,1,1,Banadir,Public,1,Female,CS,1
62.3,106.83,0,1,Koonfur Galbeed,Public,0,Female,Agri,1
52.1,104.59,1,0,Hirshabelle,Private,1,Female,CS,1
61.2,511.06,0,0,Somaliland,Public,1,Female,Medicine,1
72.7,79.61,0,0,Koonfur Galbeed,Private,1,Female,CS,1
70.7,211.15,0,1,Puntland,Public,1,Male,Agri,1
58.8,362.25,1,1,Hirshabelle,Private,1,Male,Agri,1
91.2,207.56,1,0,Jubaland,Public,1,Male,Eng,1
96.3,139.62,1,1,Galmudug,Public,1,Female,CS,1
60.1,54.01,1,0,Banadir,Private,1,Female,CS,1
96.5,249.44,1,0,Galmudug,Public,1,Female,Medicine,1
50.9,247.08,0,1,Galmudug,Public,1,Female,Medicine,1
96.2,198.54,1,0,Koonfur Galbeed,Private,1,Male,CS,1
97.6,193.13,1,0,Somaliland,Private,1,Male,Eng,1
50.6,258.63,1,0,Banadir,Private,1,Male,Eng,1
88.2,77.23,0,0,Banadir,Public,1,Female,Agri,1
98.5,130.15,0,1,Puntland,Private,1,Male,Medicine,1
95.3,428.36,1,1,Somaliland,Public,1,Male,Medicine,1
98.5,62.51,0,0,Hirshabelle,Private,1,Female,Medicine,1
77.5,580.36,0,0,Puntland,Private,1,Male,CS,1
53.9,303.33,0,0,Puntland,Private,1,Female,Eng,0
92.5,124.41,0,0,Banadir,Private,1,Female,Eng,1
80.7,165.65,0,0,Somaliland,Private,1,Female,CS,1
80.7,263.76,1,0,Galmudug,Public,1,Male,Medicine,1
70.9,64.34,1,1,Puntland,Private,1,Male,Agri,1
78.6,180.0,1,0,Jubaland,Private,1,Male,Medicine,1
57.7,219.05,0,0,Puntland,Private,1,Male,Medicine,1
87.0,338.62,0,0,Hirshabelle,Public,1,Female,Eng,1
53.8,366.72,0,1,Banadir,Private,1,Female,Eng,1
86.5,555.86,0,0,Puntland,Public,0,Male,CS,1
92.4,182.02,0,0,Jubaland,Private,1,Male,Agri,1
73.6,389.88,1,1,Hirshabelle,Private,1,Male,Agri,1
75.5,101.8,1,0,Somaliland,Private,1,Male,CS,1
65.6,188.42,0,1,Banadir,Private,1,Female,CS,0
98.5,230.03,0,0,Jubaland,Public,1,Male,Eng,1
86.7,151.69,0,1,Puntland,Public,1,Male,Eng,1
68.4,206.85,0,1,Somaliland,Public,1,Male,Medicine,1
58.7,464.97,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
61.0,237.96,0,1,Koonfur Galbeed,Private,1,Male,Eng,1
73.2,169.92,0,0,Puntland,Private,0,Male,Medicine,0
97.1,441.33,0,1,Galmudug,Private,0,Female,CS,1
86.7,475.14,1,1,Jubaland,Private,1,Female,CS,1
60.8,197.8,0,1,Koonfur Galbeed,Public,1,Male,Medicine,1
93.0,166.48,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
68.9,347.02,0,0,Somaliland,Private,1,Male,Eng,1
92.6,529.45,0,0,Banadir,Public,0,Male,Medicine,0
62.1,148.43,0,0,Banadir,Private,1,Female,Agri,1
80.9,156.22,1,1,Banadir,Private,1,Male,Medicine,1
96.3,363.31,1,1,Hirshabelle,Private,1,Female,Medicine,1
62.9,172.89,1,1,Hirshabelle,Private,1,Male,CS,1
84.6,177.56,0,0,Hirshabelle,Private,1,Female,Eng,1
99.4,240.08,0,0,Banadir,Public,1,Male,Eng,1
57.5,75.44,0,1,Banadir,Public,0,Female,Eng,0
54.4,204.63,0,1,Puntland,Private,1,Female,Medicine,1
83.7,67.08,1,0,Galmudug,Public,1,Female,Medicine,1
67.0,64.89,0,0,Banadir,Private,1,Male,CS,1
53.6,312.35,0,0,Galmudug,Public,1,Female,Agri,1
73.8,196.84,0,0,Koonfur Galbeed,Private,1,Male,CS,1
87.7,53.42,0,1,Puntland,Private,1,Female,Eng,1
64.3,192.96,1,0,Hirshabelle,Private,1,Female,Eng,1
66.8,219.37,0,0,Jubaland,Public,1,Male,CS,1
92.3,87.5,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
76.0,87.32,0,0,Puntland,Private,1,Female,CS,1
